UniqueKey,Date,HomeTeam,AwayTeam,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,Winner,HomeOdds,AwayOdds,DrawOdds
31/12/16LeicesterWest Ham,31/12/16,Leicester,West Ham,62.1,62.48,0.4563,0.2846,0.2591,1.66,1.32,1,0,Leicester,2.1,3.7,3.6
31/12/16LiverpoolMan City,31/12/16,Liverpool,Man City,84.12,85.88,0.4176,0.3366,0.2458,1.73,1.54,1,0,Liverpool,2.35,3.1,3.6
31/12/16Man UnitedMiddlesbrough,31/12/16,Man United,Middlesbrough,80.39,54.45,0.6999,0.0821,0.218,1.78,0.44,2,1,Man United,1.25,16,6
31/12/16SouthamptonWest Brom,31/12/16,Southampton,West Brom,68.47,61.09,0.5245,0.1952,0.2803,1.46,0.79,1,2,West Brom,1.75,5.5,3.7
31/12/16SwanseaBournemouth,31/12/16,Swansea,Bournemouth,54.05,60.31,0.4049,0.3413,0.2538,1.68,1.63,0,3,Bournemouth,2.9,2.6,3.4
01/01/17ArsenalCrystal Palace,01/01/17,Arsenal,Crystal Palace,84.22,59.4,0.7769,0.0775,0.1456,2.77,0.75,2,0,Arsenal,1.29,9.5,5.5
01/01/17WatfordTottenham,01/01/17,Watford,Tottenham,58.89,79.12,0.2167,0.5312,0.2521,1.07,1.72,1,4,Tottenham,5.5,1.62,3.75
02/01/17EvertonSouthampton,02/01/17,Everton,Southampton,66.81,67.11,0.4521,0.2605,0.2874,1.36,1.03,3,0,Everton,2.2,3.6,3.4
02/01/17Man CityBurnley,02/01/17,Man City,Burnley,85.57,57.33,0.7931,0.0588,0.1481,2.52,0.47,2,1,Man City,1.17,19,8.5
02/01/17MiddlesbroughLeicester,02/01/17,Middlesbrough,Leicester,54.25,61.85,0.4065,0.2991,0.2944,1.24,1.09,0,0,Draw,2.75,2.88,3.2
02/01/17SunderlandLiverpool,02/01/17,Sunderland,Liverpool,48.44,84.07,0.0829,0.7588,0.1584,0.93,2.34,2,2,Draw,11,1.33,5.5
02/01/17West BromHull,02/01/17,West Brom,Hull,62.52,43.41,0.6011,0.1466,0.2524,1.7,0.67,3,1,West Brom,1.75,5.5,3.7
02/01/17West HamMan United,02/01/17,West Ham,Man United,62.69,80.7,0.2187,0.532,0.2493,1.13,1.73,0,2,Man United,6,1.65,4
03/01/17BournemouthArsenal,03/01/17,Bournemouth,Arsenal,62.1,84.35,0.1508,0.6522,0.197,1.21,2.16,3,3,Draw,4.33,1.85,3.4
03/01/17Crystal PalaceSwansea,03/01/17,Crystal Palace,Swansea,59.05,52.18,0.5192,0.2375,0.2433,1.96,1.27,1,2,Swansea,1.75,4.75,3.5
03/01/17StokeWatford,03/01/17,Stoke,Watford,61.86,57.53,0.5072,0.2302,0.2626,1.63,1.08,2,0,Stoke,1.8,4.5,3.5
04/01/17TottenhamChelsea,04/01/17,Tottenham,Chelsea,80.23,86.13,0.342,0.383,0.275,1.34,1.37,2,0,Tottenham,2.63,2.63,3.25
14/01/17BurnleySouthampton,14/01/17,Burnley,Southampton,58.81,65.41,0.3827,0.3253,0.292,1.24,1.17,1,0,Burnley,3.6,2.2,3.4
14/01/17HullBournemouth,14/01/17,Hull,Bournemouth,43.82,63.06,0.2907,0.4448,0.2646,1.24,1.65,3,1,Hull,3.3,2.3,3.5
14/01/17LeicesterChelsea,14/01/17,Leicester,Chelsea,62.13,85.52,0.1446,0.6365,0.2189,0.97,1.87,0,3,Chelsea,6,1.62,4.1
14/01/17SunderlandStoke,14/01/17,Sunderland,Stoke,49.66,62.75,0.3505,0.3695,0.2801,1.28,1.39,1,3,Stoke,3.1,2.5,3.3
14/01/17SwanseaArsenal,14/01/17,Swansea,Arsenal,53.79,83.85,0.094,0.7527,0.1533,1.16,2.57,0,4,Arsenal,7,1.5,4.75
14/01/17TottenhamWest Brom,14/01/17,Tottenham,West Brom,80.84,62.11,0.6849,0.1047,0.2103,1.93,0.67,4,0,Tottenham,1.33,11,5.5
14/01/17WatfordMiddlesbrough,14/01/17,Watford,Middlesbrough,56.6,53.91,0.4509,0.2552,0.2939,1.31,0.94,0,0,Draw,2.5,3.2,3.2
14/01/17West HamCrystal Palace,14/01/17,West Ham,Crystal Palace,61.43,57.49,0.5014,0.2438,0.2547,1.74,1.2,3,0,West Ham,2.38,3.2,3.4
15/01/17EvertonMan City,15/01/17,Everton,Man City,68.57,84.63,0.2179,0.5358,0.2463,1.16,1.71,4,0,Everton,4.5,1.8,4
15/01/17Man UnitedLiverpool,15/01/17,Man United,Liverpool,81.54,83.32,0.4366,0.2999,0.2635,1.58,1.29,1,1,Draw,2.15,3.75,3.4
21/01/17BournemouthWatford,21/01/17,Bournemouth,Watford,61.52,56.46,0.518,0.2315,0.2506,1.77,1.18,2,2,Draw,1.83,4.75,3.75
21/01/17Crystal PalaceEverton,21/01/17,Crystal Palace,Everton,56.32,70.55,0.3026,0.4305,0.2669,1.27,1.59,0,1,Everton,3.25,2.38,3.4
21/01/17LiverpoolSwansea,21/01/17,Liverpool,Swansea,83.48,52.3,0.8041,0.063,0.1328,2.97,0.63,2,3,Swansea,1.22,15,7
21/01/17Man CityTottenham,21/01/17,Man City,Tottenham,83.25,82.3,0.4706,0.2669,0.2625,1.6,1.2,2,2,Draw,2.15,3.6,3.5
21/01/17MiddlesbroughWest Ham,21/01/17,Middlesbrough,West Ham,54.02,62.55,0.4006,0.2974,0.302,1.16,1.04,1,3,West Ham,2.5,3.25,3.2
21/01/17StokeMan United,21/01/17,Stoke,Man United,63.89,81.26,0.2306,0.5044,0.265,1.05,1.57,1,1,Draw,6,1.6,4.2
21/01/17West BromSunderland,21/01/17,West Brom,Sunderland,60.16,48.48,0.5438,0.1959,0.2603,1.67,0.92,2,0,West Brom,1.7,5.75,3.8
22/01/17ArsenalBurnley,22/01/17,Arsenal,Burnley,84.75,58.83,0.7779,0.0702,0.1519,2.54,0.59,2,1,Arsenal,1.2,17,7.5
22/01/17ChelseaHull,22/01/17,Chelsea,Hull,86.28,45.35,0.8436,0.035,0.1214,2.74,0.25,2,0,Chelsea,1.18,19,8
22/01/17SouthamptonLeicester,22/01/17,Southampton,Leicester,65.35,60.74,0.5064,0.215,0.2787,1.46,0.9,3,0,Southampton,1.83,5.25,3.5
31/01/17ArsenalWatford,31/01/17,Arsenal,Watford,84.32,56.87,0.7902,0.0675,0.1424,2.7,0.62,1,2,Watford,1.22,15,7
31/01/17BournemouthCrystal Palace,31/01/17,Bournemouth,Crystal Palace,61.11,55.67,0.5224,0.2315,0.2461,1.84,1.23,0,2,Crystal Palace,2.05,3.9,3.5
31/01/17BurnleyLeicester,31/01/17,Burnley,Leicester,59.59,58.99,0.4631,0.2602,0.2767,1.47,1.09,1,0,Burnley,2.9,2.7,3.25
31/01/17LiverpoolChelsea,31/01/17,Liverpool,Chelsea,81.57,85.85,0.3637,0.3722,0.264,1.46,1.46,1,1,Draw,2.65,2.9,3.25
31/01/17MiddlesbroughWest Brom,31/01/17,Middlesbrough,West Brom,52.68,60.74,0.4014,0.2879,0.3106,1.1,0.95,1,1,Draw,2.7,3,3.1
31/01/17SunderlandTottenham,31/01/17,Sunderland,Tottenham,47.87,82,0.1089,0.702,0.1892,0.91,2.16,0,0,Draw,9.5,1.36,5.25
31/01/17SwanseaSouthampton,31/01/17,Swansea,Southampton,55.29,67,0.3367,0.3884,0.2749,1.31,1.5,2,1,Swansea,3.4,2.3,3.4
01/02/17Man UnitedHull,01/02/17,Man United,Hull,81.87,45.97,0.7917,0.0518,0.1565,2.43,0.31,0,0,Draw,1.2,17,7.5
01/02/17StokeEverton,01/02/17,Stoke,Everton,63.01,71.06,0.3606,0.3573,0.2821,1.29,1.31,1,1,Draw,2.88,2.63,3.4
01/02/17West HamMan City,01/02/17,West Ham,Man City,64,83.71,0.1786,0.6038,0.2176,1.21,1.99,0,4,Man City,6,1.57,4.5
04/02/17ChelseaArsenal,04/02/17,Chelsea,Arsenal,85.58,83.05,0.5259,0.2273,0.2468,1.76,1.16,3,1,Chelsea,1.95,4.2,3.6
04/02/17Crystal PalaceSunderland,04/02/17,Crystal Palace,Sunderland,57.63,47.94,0.5269,0.2113,0.2618,1.65,0.98,0,4,Sunderland,1.7,5.5,3.9
04/02/17EvertonBournemouth,04/02/17,Everton,Bournemouth,70.65,59.13,0.5912,0.1739,0.2349,1.91,0.99,6,3,Everton,1.7,5.25,4
04/02/17HullLiverpool,04/02/17,Hull,Liverpool,46.87,81.75,0.1021,0.7198,0.1781,0.93,2.2,2,0,Hull,8,1.45,4.75
04/02/17SouthamptonWest Ham,04/02/17,Southampton,West Ham,66.49,61.89,0.5116,0.2203,0.2681,1.57,1,1,3,West Ham,1.85,4.5,3.75
04/02/17TottenhamMiddlesbrough,04/02/17,Tottenham,Middlesbrough,81.78,52.47,0.7366,0.069,0.1943,2.04,0.32,1,0,Tottenham,1.29,13,6
04/02/17WatfordBurnley,04/02/17,Watford,Burnley,58.77,60.65,0.4376,0.284,0.2785,1.43,1.16,2,1,Watford,2.15,3.9,3.3
04/02/17West BromStoke,04/02/17,West Brom,Stoke,60.96,63.43,0.4301,0.2847,0.2853,1.36,1.11,1,0,West Brom,2.3,3.5,3.25
05/02/17LeicesterMan United,05/02/17,Leicester,Man United,57.91,81.17,0.1783,0.5709,0.2508,0.91,1.67,0,3,Man United,5.75,1.65,4
05/02/17Man CitySwansea,05/02/17,Man City,Swansea,85.09,55.86,0.8052,0.0618,0.1331,2.9,0.63,2,1,Man City,1.22,15,7
11/02/17ArsenalHull,11/02/17,Arsenal,Hull,82.75,48.7,0.8028,0.0597,0.1375,2.72,0.52,2,0,Arsenal,1.29,13,6
11/02/17LiverpoolTottenham,11/02/17,Liverpool,Tottenham,80.38,81.58,0.4306,0.3068,0.2626,1.57,1.34,2,0,Liverpool,2.3,3.4,3.4
11/02/17Man UnitedWatford,11/02/17,Man United,Watford,82.26,59.26,0.7307,0.0804,0.189,2.18,0.49,2,0,Man United,1.25,14,6.5
11/02/17MiddlesbroughEverton,11/02/17,Middlesbrough,Everton,52.7,70.75,0.2963,0.4121,0.2915,1.03,1.31,0,0,Draw,3.9,2.15,3.3
11/02/17StokeCrystal Palace,11/02/17,Stoke,Crystal Palace,63,55.33,0.5362,0.2063,0.2575,1.69,0.99,1,0,Stoke,2.15,3.9,3.3
11/02/17SunderlandSouthampton,11/02/17,Sunderland,Southampton,50.23,65.3,0.3261,0.3834,0.2905,1.14,1.31,0,4,Southampton,3.9,2.1,3.4
11/02/17West HamWest Brom,11/02/17,West Ham,West Brom,63.19,61.38,0.4772,0.2536,0.2692,1.55,1.12,2,2,Draw,2.25,3.6,3.3
12/02/17BurnleyChelsea,12/02/17,Burnley,Chelsea,60.17,85.94,0.1286,0.6546,0.2167,0.87,1.84,1,1,Draw,9,1.4,5
12/02/17SwanseaLeicester,12/02/17,Swansea,Leicester,55.91,56.34,0.4644,0.2734,0.2622,1.63,1.29,2,0,Swansea,2.4,3.25,3.3
13/02/17BournemouthMan City,13/02/17,Bournemouth,Man City,59.26,85.03,0.1165,0.7088,0.1747,1.17,2.38,0,2,Man City,7.5,1.44,5
25/02/17ChelseaSwansea,25/02/17,Chelsea,Swansea,85.46,56.59,0.7975,0.0575,0.145,2.64,0.48,3,1,Chelsea,1.25,15,6.5
25/02/17Crystal PalaceMiddlesbrough,25/02/17,Crystal Palace,Middlesbrough,55.03,52.75,0.4437,0.2543,0.302,1.23,0.89,1,0,Crystal Palace,2.1,4.2,3.2
25/02/17EvertonSunderland,25/02/17,Everton,Sunderland,70.58,47.53,0.6657,0.1208,0.2135,2.04,0.75,2,0,Everton,1.4,8.5,5.25
25/02/17HullBurnley,25/02/17,Hull,Burnley,48.63,60.89,0.36,0.3483,0.2917,1.19,1.23,1,1,Draw,2.15,3.9,3.3
25/02/17WatfordWest Ham,25/02/17,Watford,West Ham,58.64,63.18,0.4092,0.3242,0.2667,1.53,1.38,1,1,Draw,2.63,2.9,3.3
25/02/17West BromBournemouth,25/02/17,West Brom,Bournemouth,61.41,58.2,0.4885,0.2515,0.2601,1.69,1.18,2,1,West Brom,2.1,4,3.4
26/02/17TottenhamStoke,26/02/17,Tottenham,Stoke,80.36,63.26,0.6668,0.1122,0.221,1.85,0.68,4,0,Tottenham,1.44,7.5,5
27/02/17LeicesterLiverpool,27/02/17,Leicester,Liverpool,55.89,81.56,0.1481,0.6427,0.2092,1.05,2,3,1,Leicester,5.5,1.65,4.2
04/03/17LeicesterHull,04/03/17,Leicester,Hull,57.95,49.01,0.517,0.2108,0.2722,1.53,0.9,3,1,Leicester,1.85,4.75,3.6
04/03/17LiverpoolArsenal,04/03/17,Liverpool,Arsenal,80.11,82.04,0.4298,0.3348,0.2354,1.89,1.66,3,1,Liverpool,2.15,3.6,3.6
04/03/17Man UnitedBournemouth,04/03/17,Man United,Bournemouth,82.68,58.48,0.7494,0.079,0.1716,2.45,0.58,1,1,Draw,1.25,15,6.5
04/03/17StokeMiddlesbrough,04/03/17,Stoke,Middlesbrough,61.73,52.33,0.5077,0.1974,0.2949,1.32,0.71,2,0,Stoke,1.95,4.5,3.4
04/03/17SwanseaBurnley,04/03/17,Swansea,Burnley,56.69,60.51,0.4248,0.3058,0.2694,1.51,1.33,3,2,Swansea,2,4.2,3.5
04/03/17WatfordSouthampton,04/03/17,Watford,Southampton,58.12,67.77,0.3484,0.3606,0.2911,1.19,1.26,3,4,Southampton,3.6,2.2,3.4
04/03/17West BromCrystal Palace,04/03/17,West Brom,Crystal Palace,61.14,55.47,0.5132,0.2167,0.2701,1.55,0.95,0,2,Crystal Palace,2.2,3.8,3.3
05/03/17SunderlandMan City,05/03/17,Sunderland,Man City,47.18,85.75,0.0609,0.8008,0.1383,0.85,2.42,0,2,Man City,11,1.29,6.5
05/03/17TottenhamEverton,05/03/17,Tottenham,Everton,81.56,70.86,0.6123,0.1505,0.2372,1.78,0.85,3,2,Tottenham,1.67,5.25,4.2
08/03/17Man CityStoke,08/03/17,Man City,Stoke,86.04,63.38,0.7566,0.0756,0.1677,2.35,0.56,0,0,Draw,1.25,15,6.5
11/03/17BournemouthWest Ham,11/03/17,Bournemouth,West Ham,59.12,63.49,0.4177,0.3272,0.2552,1.67,1.53,3,2,Bournemouth,2.6,2.8,3.5
11/03/17EvertonWest Brom,11/03/17,Everton,West Brom,71.32,58.87,0.5936,0.1608,0.2456,1.73,0.83,3,0,Everton,1.67,6,3.8
11/03/17HullSwansea,11/03/17,Hull,Swansea,48.24,57.63,0.3824,0.3467,0.271,1.45,1.41,2,1,Hull,2.55,3,3.3
12/03/17LiverpoolBurnley,12/03/17,Liverpool,Burnley,81.2,59.63,0.7262,0.0971,0.1766,2.4,0.71,2,1,Liverpool,1.25,14,6.5
18/03/17BournemouthSwansea,18/03/17,Bournemouth,Swansea,60.47,57.15,0.5023,0.2604,0.2372,2,1.48,2,0,Bournemouth,2.15,3.6,3.5
18/03/17Crystal PalaceWatford,18/03/17,Crystal Palace,Watford,57.8,58.21,0.453,0.2763,0.2706,1.53,1.19,1,0,Crystal Palace,1.91,4.75,3.5
18/03/17EvertonHull,18/03/17,Everton,Hull,72.68,48.71,0.6775,0.1108,0.2117,1.99,0.68,4,0,Everton,1.53,7,4.33
18/03/17StokeChelsea,18/03/17,Stoke,Chelsea,64,85.5,0.1704,0.5806,0.2491,0.89,1.63,1,2,Chelsea,6.5,1.62,4
18/03/17SunderlandBurnley,18/03/17,Sunderland,Burnley,46.6,60.46,0.3471,0.3664,0.2865,1.2,1.33,0,0,Draw,2.55,3,3.3
18/03/17West BromArsenal,18/03/17,West Brom,Arsenal,57.34,79.87,0.1799,0.601,0.2191,1.17,1.96,3,1,West Brom,5.25,1.73,4
18/03/17West HamLeicester,18/03/17,West Ham,Leicester,62.25,59.7,0.4896,0.2519,0.2586,1.67,1.2,2,3,Leicester,2.3,3.3,3.5
19/03/17Man CityLiverpool,19/03/17,Man City,Liverpool,84.96,80.54,0.5552,0.2117,0.2331,1.9,1.21,1,1,Draw,2,3.8,3.75
19/03/17MiddlesbroughMan United,19/03/17,Middlesbrough,Man United,50.7,82.23,0.1506,0.5876,0.2618,0.67,1.51,1,3,Man United,6,1.7,3.7
19/03/17TottenhamSouthampton,19/03/17,Tottenham,Southampton,81.32,67.83,0.639,0.1327,0.2283,1.83,0.78,2,1,Tottenham,1.73,5.5,3.8
01/04/17BurnleyTottenham,01/04/17,Burnley,Tottenham,60.7,81.15,0.2021,0.5428,0.2551,1,1.63,0,2,Tottenham,5.75,1.7,3.8
01/04/17ChelseaCrystal Palace,01/04/17,Chelsea,Crystal Palace,85.66,57.99,0.7807,0.057,0.1623,2.32,0.37,1,2,Crystal Palace,1.3,12,5.75
01/04/17HullWest Ham,01/04/17,Hull,West Ham,47.21,61.64,0.3341,0.396,0.2699,1.33,1.52,2,1,Hull,2.45,3.1,3.4
01/04/17LeicesterStoke,01/04/17,Leicester,Stoke,60.35,63.8,0.4179,0.2994,0.2828,1.37,1.17,2,0,Leicester,2.05,4,3.5
01/04/17LiverpoolEverton,01/04/17,Liverpool,Everton,80.87,73.99,0.5686,0.2007,0.2307,1.92,1.18,3,1,Liverpool,1.73,5.25,3.9
01/04/17Man UnitedWest Brom,01/04/17,Man United,West Brom,81.95,59.46,0.7198,0.0833,0.1969,1.99,0.56,0,0,Draw,1.36,11,5
01/04/17SouthamptonBournemouth,01/04/17,Southampton,Bournemouth,68.07,61.09,0.54,0.2137,0.2463,1.83,1.12,0,0,Draw,1.65,6,4
01/04/17WatfordSunderland,01/04/17,Watford,Sunderland,58,46.36,0.544,0.1961,0.2599,1.66,0.91,1,0,Watford,1.85,4.75,3.6
02/04/17ArsenalMan City,02/04/17,Arsenal,Man City,78.22,84.76,0.329,0.4288,0.2422,1.6,1.77,2,2,Draw,3.1,2.3,3.75
02/04/17SwanseaMiddlesbrough,02/04/17,Swansea,Middlesbrough,56.51,51.32,0.484,0.2379,0.2781,1.46,0.99,0,0,Draw,2,4.33,3.4
04/04/17BurnleyStoke,04/04/17,Burnley,Stoke,59.7,63.15,0.4178,0.2888,0.2934,1.28,1.06,1,0,Burnley,2.5,3.3,3.1
04/04/17LeicesterSunderland,04/04/17,Leicester,Sunderland,61.03,45.81,0.5779,0.1712,0.2509,1.73,0.83,2,0,Leicester,1.45,8.5,4.5
04/04/17Man UnitedEverton,04/04/17,Man United,Everton,81.43,74.15,0.5707,0.1744,0.255,1.65,0.88,1,1,Draw,1.57,6.5,4.2
04/04/17WatfordWest Brom,04/04/17,Watford,West Brom,58.57,59.97,0.4399,0.274,0.2861,1.36,1.07,2,0,Watford,2.5,3.2,3.2
05/04/17ArsenalWest Ham,05/04/17,Arsenal,West Ham,78.17,61.41,0.6847,0.1346,0.1807,2.49,1.17,3,0,Arsenal,1.4,8,5.25
05/04/17ChelseaMan City,05/04/17,Chelsea,Man City,84.62,84.8,0.4585,0.275,0.2665,1.55,1.2,2,1,Chelsea,2.4,3.1,3.5
05/04/17HullMiddlesbrough,05/04/17,Hull,Middlesbrough,47.44,51.78,0.4072,0.2809,0.3119,1.11,0.91,4,2,Hull,2.05,4.2,3.3
05/04/17LiverpoolBournemouth,05/04/17,Liverpool,Bournemouth,80.73,61.84,0.7112,0.1138,0.1749,2.46,1.01,2,2,Draw,1.36,9.5,5.25
05/04/17SouthamptonCrystal Palace,05/04/17,Southampton,Crystal Palace,67.27,59.95,0.5375,0.1976,0.2649,1.59,0.91,3,1,Southampton,1.83,4.75,3.7
05/04/17SwanseaTottenham,05/04/17,Swansea,Tottenham,56.01,81.84,0.1469,0.6395,0.2136,1.02,2.02,1,3,Tottenham,5,1.73,4
08/04/17BournemouthChelsea,08/04/17,Bournemouth,Chelsea,62.59,84.64,0.1524,0.6389,0.2087,1.12,2.04,1,3,Chelsea,6.5,1.6,4
08/04/17Man CityHull,08/04/17,Man City,Hull,84.87,48.81,0.8208,0.0488,0.1304,2.75,0.42,3,1,Man City,1.2,17,7.5
08/04/17MiddlesbroughBurnley,08/04/17,Middlesbrough,Burnley,50.44,59.59,0.3898,0.3015,0.3086,1.1,1,0,0,Draw,2.45,3.4,3.1
08/04/17StokeLiverpool,08/04/17,Stoke,Liverpool,63.22,80.18,0.2381,0.5129,0.2491,1.21,1.7,1,2,Liverpool,4,1.95,3.75
08/04/17TottenhamWatford,08/04/17,Tottenham,Watford,82.35,58.78,0.7389,0.0808,0.1803,2.28,0.53,4,0,Tottenham,1.25,15,6.5
08/04/17West BromSouthampton,08/04/17,West Brom,Southampton,59.76,68.24,0.3632,0.3425,0.2943,1.19,1.19,0,1,Southampton,3,2.55,3.3
08/04/17West HamSwansea,08/04/17,West Ham,Swansea,60.11,55.29,0.5119,0.2417,0.2463,1.86,1.27,1,0,West Ham,2.1,3.7,3.6
09/04/17EvertonLeicester,09/04/17,Everton,Leicester,73.84,61.57,0.6057,0.1609,0.2334,1.86,0.92,4,2,Everton,1.75,5,3.9
09/04/17SunderlandMan United,09/04/17,Sunderland,Man United,45.28,81.73,0.1091,0.6785,0.2125,0.71,1.88,0,3,Man United,10,1.36,5.25
10/04/17Crystal PalaceArsenal,10/04/17,Crystal Palace,Arsenal,59.03,79.12,0.1982,0.5854,0.2164,1.33,2.06,3,0,Crystal Palace,4.5,1.83,3.9
15/04/17Crystal PalaceLeicester,15/04/17,Crystal Palace,Leicester,61.58,60.75,0.4686,0.2662,0.2652,1.59,1.2,2,2,Draw,1.73,4.75,3.6
15/04/17EvertonBurnley,15/04/17,Everton,Burnley,74.65,59.94,0.622,0.1431,0.2349,1.8,0.78,3,1,Everton,1.4,8,4.5
15/04/17SouthamptonMan City,15/04/17,Southampton,Man City,68.32,84.78,0.2159,0.5359,0.2482,1.13,1.68,0,3,Man City,4.33,1.73,4
15/04/17StokeHull,15/04/17,Stoke,Hull,63.38,49,0.5719,0.172,0.256,1.68,0.82,3,1,Stoke,1.95,4,3.3
15/04/17SunderlandWest Ham,15/04/17,Sunderland,West Ham,44.86,60.4,0.329,0.3916,0.2794,1.21,1.43,2,2,Draw,3.3,2.2,3.25
15/04/17TottenhamBournemouth,15/04/17,Tottenham,Bournemouth,83.15,61.75,0.7359,0.0891,0.1749,2.42,0.66,4,0,Tottenham,1.25,10,6
15/04/17WatfordSwansea,15/04/17,Watford,Swansea,57.62,54.99,0.483,0.2526,0.2644,1.63,1.16,1,0,Watford,2.4,2.9,3.3
16/04/17Man UnitedChelsea,16/04/17,Man United,Chelsea,82.04,85.17,0.4029,0.311,0.2861,1.34,1.16,2,0,Man United,2.55,2.8,3.2
16/04/17West BromLiverpool,16/04/17,West Brom,Liverpool,59.65,80.05,0.2053,0.5551,0.2396,1.13,1.77,0,1,Liverpool,4,1.8,3.8
17/04/17MiddlesbroughArsenal,17/04/17,Middlesbrough,Arsenal,50.08,77.05,0.186,0.5809,0.2331,1.04,1.82,1,2,Arsenal,7,1.5,4
22/04/17BournemouthMiddlesbrough,22/04/17,Bournemouth,Middlesbrough,60.25,50.56,0.5278,0.2062,0.2659,1.58,0.92,4,0,Bournemouth,1.85,4.5,3.75
22/04/17HullWatford,22/04/17,Hull,Watford,48.69,57.62,0.3972,0.3238,0.279,1.38,1.3,2,0,Hull,1.91,4.33,3.7
22/04/17SwanseaStoke,22/04/17,Swansea,Stoke,54.99,63.69,0.3671,0.3491,0.2837,1.28,1.31,2,0,Swansea,2.2,3.6,3.4
22/04/17West HamEverton,22/04/17,West Ham,Everton,59.79,74.99,0.2709,0.4813,0.2478,1.36,1.79,0,0,Draw,3.3,2.25,3.6
23/04/17BurnleyMan United,23/04/17,Burnley,Man United,59.66,82.74,0.1771,0.5625,0.2604,0.84,1.56,0,2,Man United,5.75,1.67,4
23/04/17LiverpoolCrystal Palace,23/04/17,Liverpool,Crystal Palace,80.53,61.87,0.7023,0.1131,0.1846,2.29,0.92,1,2,Crystal Palace,1.5,7,4.75
25/04/17ChelseaSouthampton,25/04/17,Chelsea,Southampton,84.36,66.67,0.6965,0.0996,0.2039,1.96,0.68,4,2,Chelsea,1.45,8.5,4.6
26/04/17ArsenalLeicester,26/04/17,Arsenal,Leicester,76.65,61.54,0.658,0.1455,0.1965,2.27,1.11,1,0,Arsenal,1.6,5.75,4.5
26/04/17Crystal PalaceTottenham,26/04/17,Crystal Palace,Tottenham,63.47,84.14,0.173,0.5978,0.2292,1.07,1.85,0,1,Tottenham,5.5,1.65,4.2
26/04/17MiddlesbroughSunderland,26/04/17,Middlesbrough,Sunderland,47.95,45.45,0.473,0.2307,0.2964,1.28,0.83,1,0,Middlesbrough,2.3,3.4,3.4
27/04/17Man CityMan United,27/04/17,Man City,Man United,85.88,83.39,0.4958,0.2335,0.2706,1.51,1.04,0,0,Draw,1.91,4.2,3.75
29/04/17Crystal PalaceBurnley,29/04/17,Crystal Palace,Burnley,62.78,58.68,0.4973,0.2286,0.2741,1.5,0.98,0,2,Burnley,1.75,4.75,3.5
29/04/17SouthamptonHull,29/04/17,Southampton,Hull,66.94,49.42,0.6113,0.1554,0.2334,1.91,0.87,0,0,Draw,1.6,5.75,3.75
29/04/17StokeWest Ham,29/04/17,Stoke,West Ham,63.14,60.11,0.4906,0.2376,0.2718,1.53,1.04,0,0,Draw,2,3.6,3.5
29/04/17SunderlandBournemouth,29/04/17,Sunderland,Bournemouth,45.76,62.97,0.3067,0.4243,0.269,1.25,1.56,0,1,Bournemouth,3,2.3,3.4
29/04/17West BromLeicester,29/04/17,West Brom,Leicester,58.86,61.22,0.4328,0.2758,0.2914,1.3,1.04,0,1,Leicester,2.4,2.75,3.5
30/04/17EvertonChelsea,30/04/17,Everton,Chelsea,74.52,84.44,0.2917,0.4465,0.2618,1.31,1.56,0,3,Chelsea,3.5,2,3.6
30/04/17Man UnitedSwansea,30/04/17,Man United,Swansea,82.95,55.57,0.7623,0.0631,0.1746,2.27,0.38,1,1,Draw,1.36,8,4.75
30/04/17MiddlesbroughMan City,30/04/17,Middlesbrough,Man City,47.67,86.02,0.0759,0.7484,0.1757,0.68,2.01,2,2,Draw,13,1.25,5.25
30/04/17TottenhamArsenal,30/04/17,Tottenham,Arsenal,84.44,76.77,0.6063,0.1712,0.2224,1.98,1.07,2,0,Tottenham,1.85,4,3.75
01/05/17WatfordLiverpool,01/05/17,Watford,Liverpool,56.91,79.29,0.1865,0.5859,0.2276,1.13,1.9,0,1,Liverpool,5.75,1.5,4.5
05/05/17West HamTottenham,05/05/17,West Ham,Tottenham,60.08,85.12,0.1359,0.6472,0.2169,0.92,1.88,1,0,West Ham,8.5,1.4,5.25
06/05/17BournemouthStoke,06/05/17,Bournemouth,Stoke,63.33,63.12,0.459,0.2696,0.2714,1.52,1.17,2,2,Draw,2.25,3.3,3.6
06/05/17BurnleyWest Brom,06/05/17,Burnley,West Brom,60.4,58.55,0.4666,0.2328,0.3006,1.26,0.83,2,2,Draw,2.25,3.6,3.3
06/05/17HullSunderland,06/05/17,Hull,Sunderland,50.07,45.4,0.4979,0.2241,0.278,1.47,0.92,0,2,Sunderland,1.44,8,4.75
06/05/17LeicesterWatford,06/05/17,Leicester,Watford,61.5,56.43,0.5066,0.2198,0.2737,1.51,0.94,3,0,Leicester,1.57,6.5,4.2
06/05/17Man CityCrystal Palace,06/05/17,Man City,Crystal Palace,85.35,61.04,0.7702,0.0722,0.1576,2.49,0.59,5,0,Man City,1.29,11,6.5
06/05/17SwanseaEverton,06/05/17,Swansea,Everton,57.29,72.66,0.2803,0.4571,0.2626,1.25,1.63,1,0,Swansea,2.8,2.63,3.5
07/05/17ArsenalMan United,07/05/17,Arsenal,Man United,75.81,81.82,0.3462,0.3831,0.2708,1.37,1.44,2,0,Arsenal,1.91,4.33,3.7
